City1,Lat1,Long1,City2,Lat2,Long2,Year,Passenger_Trips,Seats
Kuching,1.4847,110.347,Johor Bahru,1.64131,103.67,2021,2,118260
Kuching,1.4847,110.347,Penang,5.29714,100.277,2021,2,52560
Kuching,1.4847,110.347,Kota Baharu,6.16685,102.293,2021,1,63510
Kuching,1.4847,110.347,Bintulu,3.12385,113.02,2021,5,131400
Kuching,1.4847,110.347,Miri,4.32201,113.987,2021,8,516840
Kuching,1.4847,110.347,Kota Kinabalu,5.93721,116.051,2021,5,688025
Kuching,1.4847,110.347,Sibu,2.2616,111.985,2021,5,295650
Kuala Lumpur,2.74558,101.71,Kota Kinabalu,5.93721,116.051,2021,30,1905300
Kuala Lumpur,2.74558,101.71,Labuan,5.30068,115.25,2021,4,105120
Kuala Lumpur,2.74558,101.71,Sandakan,5.9009,118.059,2021,6,157680
Kuala Lumpur,2.74558,101.71,Kuching,1.4847,110.347,2021,19,499320
Kuala Lumpur,2.74558,101.71,Bintulu,3.12385,113.02,2021,4,105120
Kuala Lumpur,2.74558,101.71,Miri,4.32201,113.987,2021,7,183960
Kuala Lumpur,2.74558,101.71,Tawau,4.32016,118.128,2021,9,236520
Kuala Lumpur,2.74558,101.71,Sibu,2.2616,111.985,2021,6,157680
Kuala Lumpur,2.74558,101.71,Alor Setar,6.18967,100.398,2021,8,473040
Kuala Lumpur,2.74558,101.71,Johor Bahru,1.64131,103.67,2021,11,289080
Kuala Lumpur,2.74558,101.71,Penang,5.29714,100.277,2021,20,1292100
Kuala Lumpur,2.74558,101.71,Kuala Terengganu,5.38264,103.103,2021,7,413910
Kuala Lumpur,2.74558,101.71,Langkawi,6.32973,99.7287,2021,20,525600
Kuala Lumpur,2.74558,101.71,Kota Baharu,6.16685,102.293,2021,10,635100
Labuan,5.30068,115.25,Kuala Lumpur,2.74558,101.71,2021,4,105120
Langkawi,6.32973,99.7287,Kuching,1.4847,110.347,2021,1,59130
Langkawi,6.32973,99.7287,Penang,5.29714,100.277,2021,5,295650
Langkawi,6.32973,99.7287,Kuala Lumpur,2.74558,101.71,2021,19,1123470
Langkawi,6.32973,99.7287,Johor Bahru,1.64131,103.67,2021,1,63510
Miri,4.32201,113.987,Johor Bahru,1.64131,103.67,2021,1,26280
Miri,4.32201,113.987,Kuala Lumpur,2.74558,101.71,2021,7,183960
Miri,4.32201,113.987,Kota Kinabalu,5.93721,116.051,2021,2,52560
Miri,4.32201,113.987,Kuching,1.4847,110.347,2021,7,413910
Penang,5.29714,100.277,Kota Kinabalu,5.93721,116.051,2021,4,105120
Penang,5.29714,100.277,Kuching,1.4847,110.347,2021,2,127020
Penang,5.29714,100.277,Kuala Lumpur,2.74558,101.71,2021,21,551880
Penang,5.29714,100.277,Langkawi,6.32973,99.7287,2021,5,131400
Penang,5.29714,100.277,Johor Bahru,1.64131,103.67,2021,7,183960
Sibu,2.2616,111.985,Johor Bahru,1.64131,103.67,2021,2,52560
Sibu,2.2616,111.985,Kuala Lumpur,2.74558,101.71,2021,7,444570
Sibu,2.2616,111.985,Kota Kinabalu,5.93721,116.051,2021,1,26280
Sibu,2.2616,111.985,Kuching,1.4847,110.347,2021,5,317550
Sandakan,5.9009,118.059,Kuala Lumpur,2.74558,101.71,2021,5,295650
Sandakan,5.9009,118.059,Kota Kinabalu,5.93721,116.051,2021,6,354780
Kuala Terengganu,5.38264,103.103,Kuala Lumpur,2.74558,101.71,2021,7,413910
Tawau,4.32016,118.128,Johor Bahru,1.64131,103.67,2021,1,63510
Tawau,4.32016,118.128,Kuala Lumpur,2.74558,101.71,2021,10,635100
Tawau,4.32016,118.128,Kota Kinabalu,5.93721,116.051,2021,7,413910
Alor Setar,6.18967,100.398,Kuala Lumpur,2.74558,101.71,2022,8,473040
Alor Setar,6.18967,100.398,Johor Bahru,1.64131,103.67,2022,1,59130
Kota Kinabalu,5.93721,116.051,Kuala Lumpur,2.74558,101.71,2022,34,2159340
Kota Kinabalu,5.93721,116.051,Johor Bahru,1.64131,103.67,2022,4,236520
Kota Kinabalu,5.93721,116.051,Penang,5.29714,100.277,2022,7,413910
Kota Kinabalu,5.93721,116.051,Kota Baharu,6.16685,102.293,2022,1,59130
Kota Kinabalu,5.93721,116.051,Miri,4.32201,113.987,2022,3,177390
Kota Kinabalu,5.93721,116.051,Sibu,2.2616,111.985,2022,1,59130
Kota Kinabalu,5.93721,116.051,Tawau,4.32016,118.128,2022,7,413910
Kota Kinabalu,5.93721,116.051,Bintulu,3.12385,113.02,2022,1,59130
Kota Kinabalu,5.93721,116.051,Kuching,1.4847,110.347,2022,6,825630
Kota Kinabalu,5.93721,116.051,Sandakan,5.9009,118.059,2022,5,295650
Bintulu,3.12385,113.02,Kuala Lumpur,2.74558,101.71,2022,5,295650
Bintulu,3.12385,113.02,Kuching,1.4847,110.347,2022,5,295650
Bintulu,3.12385,113.02,Kota Kinabalu,5.93721,116.051,2022,1,59130
Ipoh,4.56797,101.092,Johor Bahru,1.64131,103.67,2022,1,63510
Ipoh,4.56797,101.092,Langkawi,6.32973,99.7287,2022,1,63510
Johor Bahru,1.64131,103.67,Miri,4.32201,113.987,2022,1,59130
Johor Bahru,1.64131,103.67,Sibu,2.2616,111.985,2022,3,177390
Johor Bahru,1.64131,103.67,Kota Kinabalu,5.93721,116.051,2022,4,254040
Johor Bahru,1.64131,103.67,Kuching,1.4847,110.347,2022,5,295650
Johor Bahru,1.64131,103.67,Tawau,4.32016,118.128,2022,1,59130
Johor Bahru,1.64131,103.67,Kuala Lumpur,2.74558,101.71,2022,11,650430
Johor Bahru,1.64131,103.67,Ipoh,4.56797,101.092,2022,1,59130
Johor Bahru,1.64131,103.67,Alor Setar,6.18967,100.398,2022,1,59130
Johor Bahru,1.64131,103.67,Kota Baharu,6.16685,102.293,2022,1,59130
Johor Bahru,1.64131,103.67,Penang,5.29714,100.277,2022,11,650430
Johor Bahru,1.64131,103.67,Langkawi,6.32973,99.7287,2022,1,16790
Kota Baharu,6.16685,102.293,Kota Kinabalu,5.93721,116.051,2022,1,16790
Kota Baharu,6.16685,102.293,Kuching,1.4847,110.347,2022,1,16790
Kota Baharu,6.16685,102.293,Johor Bahru,1.64131,103.67,2022,1,16790
Kota Baharu,6.16685,102.293,Kuala Lumpur,2.74558,101.71,2022,10,167900
Kuching,1.4847,110.347,Kuala Lumpur,2.74558,101.71,2022,28,470120
Kuching,1.4847,110.347,Langkawi,6.32973,99.7287,2022,1,16790
Kuching,1.4847,110.347,Johor Bahru,1.64131,103.67,2022,5,83950
Kuching,1.4847,110.347,Penang,5.29714,100.277,2022,4,67160
Kuching,1.4847,110.347,Kota Baharu,6.16685,102.293,2022,1,16790
Kuching,1.4847,110.347,Bintulu,3.12385,113.02,2022,5,83950
Kuching,1.4847,110.347,Miri,4.32201,113.987,2022,9,151110
Kuching,1.4847,110.347,Kota Kinabalu,5.93721,116.051,2022,5,83950
Kuching,1.4847,110.347,Sibu,2.2616,111.985,2022,5,83950
Kuala Lumpur,2.74558,101.71,Kota Kinabalu,5.93721,116.051,2022,34,893520
Kuala Lumpur,2.74558,101.71,Labuan,5.30068,115.25,2022,4,105120
Kuala Lumpur,2.74558,101.71,Sandakan,5.9009,118.059,2022,8,210240
Kuala Lumpur,2.74558,101.71,Kuching,1.4847,110.347,2022,27,709560
Kuala Lumpur,2.74558,101.71,Bintulu,3.12385,113.02,2022,5,131400
Kuala Lumpur,2.74558,101.71,Miri,4.32201,113.987,2022,10,262800
Kuala Lumpur,2.74558,101.71,Tawau,4.32016,118.128,2022,10,262800
Kuala Lumpur,2.74558,101.71,Sibu,2.2616,111.985,2022,13,341640
Kuala Lumpur,2.74558,101.71,Alor Setar,6.18967,100.398,2022,8,210240
Kuala Lumpur,2.74558,101.71,Johor Bahru,1.64131,103.67,2022,11,289080
Kuala Lumpur,2.74558,101.71,Penang,5.29714,100.277,2022,24,630720
Kuala Lumpur,2.74558,101.71,Kuala Terengganu,5.38264,103.103,2022,7,183960
Kuala Lumpur,2.74558,101.71,Langkawi,6.32973,99.7287,2022,21,551880
Kuala Lumpur,2.74558,101.71,Kota Baharu,6.16685,102.293,2022,11,289080
Labuan,5.30068,115.25,Kuala Lumpur,2.74558,101.71,2022,4,105120
Langkawi,6.32973,99.7287,Kuching,1.4847,110.347,2022,1,26280
Langkawi,6.32973,99.7287,Penang,5.29714,100.277,2022,7,183960
Langkawi,6.32973,99.7287,Kuala Lumpur,2.74558,101.71,2022,20,525600
Langkawi,6.32973,99.7287,Johor Bahru,1.64131,103.67,2022,1,26280
Miri,4.32201,113.987,Johor Bahru,1.64131,103.67,2022,1,26280
Miri,4.32201,113.987,Kuala Lumpur,2.74558,101.71,2022,10,262800
Miri,4.32201,113.987,Kota Kinabalu,5.93721,116.051,2022,4,105120
Miri,4.32201,113.987,Kuching,1.4847,110.347,2022,7,183960
Penang,5.29714,100.277,Kota Kinabalu,5.93721,116.051,2022,7,183960
Penang,5.29714,100.277,Kuching,1.4847,110.347,2022,4,236520
Penang,5.29714,100.277,Kuala Lumpur,2.74558,101.71,2022,27,1596510
Penang,5.29714,100.277,Langkawi,6.32973,99.7287,2022,7,183960
Penang,5.29714,100.277,Johor Bahru,1.64131,103.67,2022,11,289080
Sibu,2.2616,111.985,Johor Bahru,1.64131,103.67,2022,3,78840
Sibu,2.2616,111.985,Kuala Lumpur,2.74558,101.71,2022,13,341640
Sibu,2.2616,111.985,Kota Kinabalu,5.93721,116.051,2022,1,26280
Sibu,2.2616,111.985,Kuching,1.4847,110.347,2022,5,131400
Sandakan,5.9009,118.059,Kuala Lumpur,2.74558,101.71,2022,7,183960
Sandakan,5.9009,118.059,Kota Kinabalu,5.93721,116.051,2022,6,157680
Kuala Terengganu,5.38264,103.103,Kuala Lumpur,2.74558,101.71,2022,7,183960
Tawau,4.32016,118.128,Johor Bahru,1.64131,103.67,2022,1,26280
Tawau,4.32016,118.128,Kuala Lumpur,2.74558,101.71,2022,11,650430
Tawau,4.32016,118.128,Kota Kinabalu,5.93721,116.051,2022,7,413910
Alor Setar,6.18967,100.398,Kuala Lumpur,2.74558,101.71,2023,8,210240
Alor Setar,6.18967,100.398,Johor Bahru,1.64131,103.67,2023,1,26280
Kota Kinabalu,5.93721,116.051,Kuala Lumpur,2.74558,101.71,2023,39,1024920
Kota Kinabalu,5.93721,116.051,Johor Bahru,1.64131,103.67,2023,3,177390
Kota Kinabalu,5.93721,116.051,Penang,5.29714,100.277,2023,6,354780
Kota Kinabalu,5.93721,116.051,Kota Baharu,6.16685,102.293,2023,1,59130
Kota Kinabalu,5.93721,116.051,Miri,4.32201,113.987,2023,5,295650
Kota Kinabalu,5.93721,116.051,Sibu,2.2616,111.985,2023,2,52560
Kota Kinabalu,5.93721,116.051,Tawau,4.32016,118.128,2023,8,473040
Kota Kinabalu,5.93721,116.051,Bintulu,3.12385,113.02,2023,1,26280
Kota Kinabalu,5.93721,116.051,Kuching,1.4847,110.347,2023,9,236520
Kota Kinabalu,5.93721,116.051,Sandakan,5.9009,118.059,2023,5,295650
Bintulu,3.12385,113.02,Kuala Lumpur,2.74558,101.71,2023,5,295650
Bintulu,3.12385,113.02,Kuching,1.4847,110.347,2023,5,131400
Bintulu,3.12385,113.02,Kota Kinabalu,5.93721,116.051,2023,1,26280
Ipoh,4.56797,101.092,Johor Bahru,1.64131,103.67,2023,2,52560
Ipoh,4.56797,101.092,Langkawi,6.32973,99.7287,2023,1,26280
Johor Bahru,1.64131,103.67,Miri,4.32201,113.987,2023,1,59130
Johor Bahru,1.64131,103.67,Sibu,2.2616,111.985,2023,3,78840
Johor Bahru,1.64131,103.67,Kota Kinabalu,5.93721,116.051,2023,3,177390
Johor Bahru,1.64131,103.67,Kuching,1.4847,110.347,2023,5,295650
Johor Bahru,1.64131,103.67,Tawau,4.32016,118.128,2023,1,59130
Johor Bahru,1.64131,103.67,Kuala Lumpur,2.74558,101.71,2023,14,367920
Johor Bahru,1.64131,103.67,Ipoh,4.56797,101.092,2023,2,52560
Johor Bahru,1.64131,103.67,Alor Setar,6.18967,100.398,2023,1,26280
Johor Bahru,1.64131,103.67,Kota Baharu,6.16685,102.293,2023,1,59130
Johor Bahru,1.64131,103.67,Penang,5.29714,100.277,2023,11,650430
Johor Bahru,1.64131,103.67,Langkawi,6.32973,99.7287,2023,1,26280
Kota Baharu,6.16685,102.293,Kota Kinabalu,5.93721,116.051,2023,1,59130
Kota Baharu,6.16685,102.293,Kuching,1.4847,110.347,2023,1,59130
Kota Baharu,6.16685,102.293,Johor Bahru,1.64131,103.67,2023,1,26280
Kota Baharu,6.16685,102.293,Kuala Lumpur,2.74558,101.71,2023,10,262800
Kuching,1.4847,110.347,Kuala Lumpur,2.74558,101.71,2023,24,630720
Kuching,1.4847,110.347,Johor Bahru,1.64131,103.67,2023,5,295650
Kuching,1.4847,110.347,Penang,5.29714,100.277,2023,4,254040
Kuching,1.4847,110.347,Kota Baharu,6.16685,102.293,2023,1,63510
Kuching,1.4847,110.347,Bintulu,3.12385,113.02,2023,5,317550
Kuching,1.4847,110.347,Miri,4.32201,113.987,2023,9,571590
Kuching,1.4847,110.347,Kota Kinabalu,5.93721,116.051,2023,8,473040
Kuching,1.4847,110.347,Sibu,2.2616,111.985,2023,5,295650
Kuala Lumpur,2.74558,101.71,Kota Kinabalu,5.93721,116.051,2023,35,2069550
Kuala Lumpur,2.74558,101.71,Labuan,5.30068,115.25,2023,4,236520
Kuala Lumpur,2.74558,101.71,Sandakan,5.9009,118.059,2023,8,473040
Kuala Lumpur,2.74558,101.71,Kuching,1.4847,110.347,2023,23,1359990
Kuala Lumpur,2.74558,101.71,Bintulu,3.12385,113.02,2023,5,295650
Kuala Lumpur,2.74558,101.71,Miri,4.32201,113.987,2023,10,591300
Kuala Lumpur,2.74558,101.71,Tawau,4.32016,118.128,2023,10,591300
Kuala Lumpur,2.74558,101.71,Sibu,2.2616,111.985,2023,11,650430
Kuala Lumpur,2.74558,101.71,Alor Setar,6.18967,100.398,2023,8,473040
Kuala Lumpur,2.74558,101.71,Johor Bahru,1.64131,103.67,2023,14,827820
Kuala Lumpur,2.74558,101.71,Penang,5.29714,100.277,2023,23,1359990
Kuala Lumpur,2.74558,101.71,Kuala Terengganu,5.38264,103.103,2023,7,413910
Kuala Lumpur,2.74558,101.71,Langkawi,6.32973,99.7287,2023,20,1182600
Kuala Lumpur,2.74558,101.71,Kota Baharu,6.16685,102.293,2023,11,650430
Labuan,5.30068,115.25,Kuala Lumpur,2.74558,101.71,2023,4,236520
Langkawi,6.32973,99.7287,Penang,5.29714,100.277,2023,6,354780
Langkawi,6.32973,99.7287,Kuala Lumpur,2.74558,101.71,2023,19,1123470
Langkawi,6.32973,99.7287,Johor Bahru,1.64131,103.67,2023,1,59130
Miri,4.32201,113.987,Johor Bahru,1.64131,103.67,2023,1,59130
Miri,4.32201,113.987,Kuala Lumpur,2.74558,101.71,2023,10,591300
Miri,4.32201,113.987,Kota Kinabalu,5.93721,116.051,2023,5,295650
Miri,4.32201,113.987,Kuching,1.4847,110.347,2023,8,473040
Penang,5.29714,100.277,Kota Kinabalu,5.93721,116.051,2023,6,354780
Penang,5.29714,100.277,Kuching,1.4847,110.347,2023,4,236520
Penang,5.29714,100.277,Kuala Lumpur,2.74558,101.71,2023,24,1419120
Penang,5.29714,100.277,Langkawi,6.32973,99.7287,2023,6,354780
Penang,5.29714,100.277,Johor Bahru,1.64131,103.67,2023,11,650430
Sibu,2.2616,111.985,Johor Bahru,1.64131,103.67,2023,3,177390
Sibu,2.2616,111.985,Kuala Lumpur,2.74558,101.71,2023,12,709560
Sibu,2.2616,111.985,Kota Kinabalu,5.93721,116.051,2023,2,211700
Sibu,2.2616,111.985,Kuching,1.4847,110.347,2023,5,295650
Sandakan,5.9009,118.059,Kuala Lumpur,2.74558,101.71,2023,7,413910
Sandakan,5.9009,118.059,Kota Kinabalu,5.93721,116.051,2023,6,354780
Kuala Terengganu,5.38264,103.103,Kuala Lumpur,2.74558,101.71,2023,7,413910
Tawau,4.32016,118.128,Johor Bahru,1.64131,103.67,2023,1,59130
Tawau,4.32016,118.128,Kuala Lumpur,2.74558,101.71,2023,11,650430
Tawau,4.32016,118.128,Kota Kinabalu,5.93721,116.051,2023,8,473040
Alor Setar,6.18967,100.398,Kuala Lumpur,2.74558,101.71,2024,8,473040
Alor Setar,6.18967,100.398,Johor Bahru,1.64131,103.67,2024,1,59130
Kota Kinabalu,5.93721,116.051,Kuala Lumpur,2.74558,101.71,2024,36,2128680
Kota Kinabalu,5.93721,116.051,Johor Bahru,1.64131,103.67,2024,4,236520
Kota Kinabalu,5.93721,116.051,Penang,5.29714,100.277,2024,6,354780
Kota Kinabalu,5.93721,116.051,Kota Baharu,6.16685,102.293,2024,1,59130
Kota Kinabalu,5.93721,116.051,Miri,4.32201,113.987,2024,5,295650
Kota Kinabalu,5.93721,116.051,Sibu,2.2616,111.985,2024,2,118260
Kota Kinabalu,5.93721,116.051,Tawau,4.32016,118.128,2024,8,473040
Kota Kinabalu,5.93721,116.051,Bintulu,3.12385,113.02,2024,1,59130
Kota Kinabalu,5.93721,116.051,Kuching,1.4847,110.347,2024,7,413910
Kota Kinabalu,5.93721,116.051,Sandakan,5.9009,118.059,2024,5,295650
Bintulu,3.12385,113.02,Kuala Lumpur,2.74558,101.71,2024,7,413910
Bintulu,3.12385,113.02,Kuching,1.4847,110.347,2024,5,295650
Bintulu,3.12385,113.02,Kota Kinabalu,5.93721,116.051,2024,1,59130
Ipoh,4.56797,101.092,Johor Bahru,1.64131,103.67,2024,3,177390
Johor Bahru,1.64131,103.67,Miri,4.32201,113.987,2024,1,59130
Johor Bahru,1.64131,103.67,Sibu,2.2616,111.985,2024,3,177390
Johor Bahru,1.64131,103.67,Kota Kinabalu,5.93721,116.051,2024,4,236520
Johor Bahru,1.64131,103.67,Kuching,1.4847,110.347,2024,5,295650
Johor Bahru,1.64131,103.67,Tawau,4.32016,118.128,2024,1,59130
Johor Bahru,1.64131,103.67,Kuala Lumpur,2.74558,101.71,2024,15,886950
Johor Bahru,1.64131,103.67,Ipoh,4.56797,101.092,2024,3,177390
Johor Bahru,1.64131,103.67,Alor Setar,6.18967,100.398,2024,1,59130
Johor Bahru,1.64131,103.67,Kota Baharu,6.16685,102.293,2024,1,59130
Johor Bahru,1.64131,103.67,Penang,5.29714,100.277,2024,9,532170
Johor Bahru,1.64131,103.67,Langkawi,6.32973,99.7287,2024,2,118260
Kota Baharu,6.16685,102.293,Kota Kinabalu,5.93721,116.051,2024,1,59130
Kota Baharu,6.16685,102.293,Kuching,1.4847,110.347,2024,1,59130
Kota Baharu,6.16685,102.293,Johor Bahru,1.64131,103.67,2024,1,59130
Kota Baharu,6.16685,102.293,Kuala Lumpur,2.74558,101.71,2024,11,650430
Kuching,1.4847,110.347,Kuala Lumpur,2.74558,101.71,2024,27,1596510
Kuching,1.4847,110.347,Johor Bahru,1.64131,103.67,2024,5,295650
Kuching,1.4847,110.347,Penang,5.29714,100.277,2024,4,236520
Kuching,1.4847,110.347,Kota Baharu,6.16685,102.293,2024,1,59130
Kuching,1.4847,110.347,Bintulu,3.12385,113.02,2024,5,295650
Kuching,1.4847,110.347,Miri,4.32201,113.987,2024,8,473040
Kuching,1.4847,110.347,Kota Kinabalu,5.93721,116.051,2024,7,413910
Kuching,1.4847,110.347,Sibu,2.2616,111.985,2024,5,295650
Kuala Lumpur,2.74558,101.71,Kota Kinabalu,5.93721,116.051,2024,35,2069550
Kuala Lumpur,2.74558,101.71,Labuan,5.30068,115.25,2024,4,236520
Kuala Lumpur,2.74558,101.71,Sandakan,5.9009,118.059,2024,9,532170
Kuala Lumpur,2.74558,101.71,Kuching,1.4847,110.347,2024,28,1655640
Kuala Lumpur,2.74558,101.71,Bintulu,3.12385,113.02,2024,7,413910
Kuala Lumpur,2.74558,101.71,Miri,4.32201,113.987,2024,10,591300
Kuala Lumpur,2.74558,101.71,Tawau,4.32016,118.128,2024,11,650430
Kuala Lumpur,2.74558,101.71,Sibu,2.2616,111.985,2024,12,709560
Kuala Lumpur,2.74558,101.71,Alor Setar,6.18967,100.398,2024,8,473040
Kuala Lumpur,2.74558,101.71,Johor Bahru,1.64131,103.67,2024,15,886950
Kuala Lumpur,2.74558,101.71,Penang,5.29714,100.277,2024,25,1478250
Kuala Lumpur,2.74558,101.71,Kuala Terengganu,5.38264,103.103,2024,7,413910
Kuala Lumpur,2.74558,101.71,Langkawi,6.32973,99.7287,2024,22,1300860
Kuala Lumpur,2.74558,101.71,Kota Baharu,6.16685,102.293,2024,12,709560
Labuan,5.30068,115.25,Kuala Lumpur,2.74558,101.71,2024,4,236520
Langkawi,6.32973,99.7287,Penang,5.29714,100.277,2024,7,413910
Langkawi,6.32973,99.7287,Kuala Lumpur,2.74558,101.71,2024,22,1300860
Langkawi,6.32973,99.7287,Johor Bahru,1.64131,103.67,2024,2,118260
Miri,4.32201,113.987,Johor Bahru,1.64131,103.67,2024,1,59130
Miri,4.32201,113.987,Kuala Lumpur,2.74558,101.71,2024,10,591300
Miri,4.32201,113.987,Kota Kinabalu,5.93721,116.051,2024,5,295650
Miri,4.32201,113.987,Kuching,1.4847,110.347,2024,8,473040
Penang,5.29714,100.277,Kota Kinabalu,5.93721,116.051,2024,6,148920
Penang,5.29714,100.277,Kuching,1.4847,110.347,2024,4,99280
Penang,5.29714,100.277,Kuala Lumpur,2.74558,101.71,2024,26,180310
Penang,5.29714,100.277,Langkawi,6.32973,99.7287,2024,7,173740
Penang,5.29714,100.277,Johor Bahru,1.64131,103.67,2024,9,223380
Sibu,2.2616,111.985,Johor Bahru,1.64131,103.67,2024,3,74460
Sibu,2.2616,111.985,Kuala Lumpur,2.74558,101.71,2024,12,297840
Sibu,2.2616,111.985,Kota Kinabalu,5.93721,116.051,2024,2,49640
Sibu,2.2616,111.985,Kuching,1.4847,110.347,2024,5,124100
Sandakan,5.9009,118.059,Kuala Lumpur,2.74558,101.71,2024,8,473040
Sandakan,5.9009,118.059,Kota Kinabalu,5.93721,116.051,2024,6,148920
Kuala Terengganu,5.38264,103.103,Kuala Lumpur,2.74558,101.71,2024,7,173740
Tawau,4.32016,118.128,Johor Bahru,1.64131,103.67,2024,1,24820
Tawau,4.32016,118.128,Kuala Lumpur,2.74558,101.71,2024,11,273020
Tawau,4.32016,118.128,Kota Kinabalu,5.93721,116.051,2024,8,198560
Alor Setar,6.18967,100.398,Kuala Lumpur,2.74558,101.71,2025,8,198560
Alor Setar,6.18967,100.398,Johor Bahru,1.64131,103.67,2025,1,59130
Kota Kinabalu,5.93721,116.051,Kuala Lumpur,2.74558,101.71,2025,35,868700
Kota Kinabalu,5.93721,116.051,Johor Bahru,1.64131,103.67,2025,6,148920
Kota Kinabalu,5.93721,116.051,Penang,5.29714,100.277,2025,6,148920
Kota Kinabalu,5.93721,116.051,Kota Baharu,6.16685,102.293,2025,1,24820
Kota Kinabalu,5.93721,116.051,Miri,4.32201,113.987,2025,4,99280
Kota Kinabalu,5.93721,116.051,Sibu,2.2616,111.985,2025,2,49640
Kota Kinabalu,5.93721,116.051,Tawau,4.32016,118.128,2025,9,223380
Kota Kinabalu,5.93721,116.051,Bintulu,3.12385,113.02,2025,1,24820
Kota Kinabalu,5.93721,116.051,Kuching,1.4847,110.347,2025,6,148920
Kota Kinabalu,5.93721,116.051,Sandakan,5.9009,118.059,2025,5,124100
Bintulu,3.12385,113.02,Kuala Lumpur,2.74558,101.71,2025,7,173740
Bintulu,3.12385,113.02,Kuching,1.4847,110.347,2025,4,99280
Bintulu,3.12385,113.02,Kota Kinabalu,5.93721,116.051,2025,1,24820
Ipoh,4.56797,101.092,Johor Bahru,1.64131,103.67,2025,3,74460
Johor Bahru,1.64131,103.67,Miri,4.32201,113.987,2025,1,59130
Johor Bahru,1.64131,103.67,Sibu,2.2616,111.985,2025,2,49640
Johor Bahru,1.64131,103.67,Kota Kinabalu,5.93721,116.051,2025,6,148920
Johor Bahru,1.64131,103.67,Kuching,1.4847,110.347,2025,4,99280
Johor Bahru,1.64131,103.67,Tawau,4.32016,118.128,2025,1,24820
Johor Bahru,1.64131,103.67,Kuala Lumpur,2.74558,101.71,2025,17,421940
Johor Bahru,1.64131,103.67,Ipoh,4.56797,101.092,2025,3,74460
Johor Bahru,1.64131,103.67,Alor Setar,6.18967,100.398,2025,1,24820
Johor Bahru,1.64131,103.67,Kota Baharu,6.16685,102.293,2025,1,24820
Johor Bahru,1.64131,103.67,Penang,5.29714,100.277,2025,5,124100
Johor Bahru,1.64131,103.67,Langkawi,6.32973,99.7287,2025,2,49640
Kota Baharu,6.16685,102.293,Kota Kinabalu,5.93721,116.051,2025,1,24820
Kota Baharu,6.16685,102.293,Kuching,1.4847,110.347,2025,1,6935
Kota Baharu,6.16685,102.293,Johor Bahru,1.64131,103.67,2025,1,24820
Kota Baharu,6.16685,102.293,Kuala Lumpur,2.74558,101.71,2025,11,273020
Kuching,1.4847,110.347,Kuala Lumpur,2.74558,101.71,2025,26,645320
Kuching,1.4847,110.347,Johor Bahru,1.64131,103.67,2025,4,99280
Kuching,1.4847,110.347,Penang,5.29714,100.277,2025,3,74460
Kuching,1.4847,110.347,Kota Baharu,6.16685,102.293,2025,1,24820
Kuching,1.4847,110.347,Bintulu,3.12385,113.02,2025,4,99280
Kuching,1.4847,110.347,Miri,4.32201,113.987,2025,8,198560
Kuching,1.4847,110.347,Kota Kinabalu,5.93721,116.051,2025,6,148920
Kuching,1.4847,110.347,Sibu,2.2616,111.985,2025,5,124100
Kuala Lumpur,2.74558,101.71,Kota Kinabalu,5.93721,116.051,2025,34,843880
Kuala Lumpur,2.74558,101.71,Labuan,5.30068,115.25,2025,4,99280
Kuala Lumpur,2.74558,101.71,Sandakan,5.9009,118.059,2025,8,198560
Kuala Lumpur,2.74558,101.71,Kuching,1.4847,110.347,2025,25,620500
Kuala Lumpur,2.74558,101.71,Bintulu,3.12385,113.02,2025,7,173740
Kuala Lumpur,2.74558,101.71,Miri,4.32201,113.987,2025,11,273020
Kuala Lumpur,2.74558,101.71,Tawau,4.32016,118.128,2025,10,248200
Kuala Lumpur,2.74558,101.71,Sibu,2.2616,111.985,2025,12,297840
Kuala Lumpur,2.74558,101.71,Alor Setar,6.18967,100.398,2025,8,55480
Kuala Lumpur,2.74558,101.71,Johor Bahru,1.64131,103.67,2025,17,421940
Kuala Lumpur,2.74558,101.71,Penang,5.29714,100.277,2025,22,546040
Kuala Lumpur,2.74558,101.71,Kuala Terengganu,5.38264,103.103,2025,7,173740
Kuala Lumpur,2.74558,101.71,Langkawi,6.32973,99.7287,2025,22,546040
Kuala Lumpur,2.74558,101.71,Kota Baharu,6.16685,102.293,2025,12,83220
Labuan,5.30068,115.25,Kuala Lumpur,2.74558,101.71,2025,4,99280
Langkawi,6.32973,99.7287,Penang,5.29714,100.277,2025,7,173740
Langkawi,6.32973,99.7287,Kuala Lumpur,2.74558,101.71,2025,21,521220
Langkawi,6.32973,99.7287,Johor Bahru,1.64131,103.67,2025,2,49640
Miri,4.32201,113.987,Johor Bahru,1.64131,103.67,2025,1,24820
Miri,4.32201,113.987,Kuala Lumpur,2.74558,101.71,2025,11,273020
Miri,4.32201,113.987,Kota Kinabalu,5.93721,116.051,2025,4,99280
Miri,4.32201,113.987,Kuching,1.4847,110.347,2025,8,198560
Penang,5.29714,100.277,Kota Kinabalu,5.93721,116.051,2025,6,148920
Penang,5.29714,100.277,Kuching,1.4847,110.347,2025,2,49640
Penang,5.29714,100.277,Kuala Lumpur,2.74558,101.71,2025,23,570860
Penang,5.29714,100.277,Langkawi,6.32973,99.7287,2025,7,48545
Penang,5.29714,100.277,Johor Bahru,1.64131,103.67,2025,5,34675
